#"Progress (%)","Step","Potential Energy (kJ/mole)","Temperature (K)"
88.5%,88500,630.1832885742188,291.0915250402778
88.5%,88550,592.360107421875,310.61338905502015
88.6%,88600,637.5411376953125,292.98162052922413
88.7%,88650,589.2552490234375,310.5246117394027
88.7%,88700,631.823974609375,319.33838706560243
88.8%,88750,636.5347900390625,313.1585423225139
88.8%,88800,595.3405151367188,329.0608204644015
88.8%,88850,612.44921875,304.051046723456
88.9%,88900,649.2921142578125,304.89950933680365
89.0%,88950,622.9716796875,332.2150631529977
89.0%,89000,649.6852416992188,292.2829982651399
89.0%,89050,623.6236572265625,339.8426773271318
89.1%,89100,639.3684692382812,306.3384302675128
89.2%,89150,611.9456787109375,314.4182397165091
89.2%,89200,643.9163208007812,274.9449345638307
89.2%,89250,579.1571044921875,304.87449192573604
89.3%,89300,600.496337890625,312.1849135677684
89.3%,89350,637.372802734375,300.3512516190459
89.4%,89400,638.6583251953125,296.786453100717
89.5%,89450,576.4937744140625,328.6012801524272
89.5%,89500,612.5576171875,306.3059150891476
89.5%,89550,656.9847412109375,290.799741273092
89.6%,89600,635.6297607421875,290.30490916438265
89.7%,89650,586.2044677734375,334.2914225928249
89.7%,89700,588.6896362304688,331.85418097088194
89.8%,89750,670.1427001953125,297.7549027853414
89.8%,89800,660.803466796875,317.8608544438437
89.8%,89850,638.1552734375,286.24753482363445
89.9%,89900,626.3762817382812,323.1814032542448
90.0%,89950,578.678466796875,357.42774993253767
90.0%,90000,613.6864624023438,308.4056689022911
90.0%,90050,578.0763549804688,326.42736034520095
90.1%,90100,624.512939453125,285.59614518716023
90.2%,90150,561.3133544921875,345.8511104794702
90.2%,90200,568.1331787109375,318.53926557118075
90.2%,90250,597.425537109375,285.30499952371576
90.3%,90300,617.030517578125,303.7030182982801
90.3%,90350,617.0404663085938,315.0928004189934
90.4%,90400,625.234619140625,295.9755899280613
90.5%,90450,614.3290405273438,299.44419073467895
90.5%,90500,628.548583984375,305.0041519229823
90.5%,90550,650.6616821289062,280.15727869101437
90.6%,90600,604.2286987304688,292.7619136656125
90.7%,90650,600.8901977539062,287.09581308864125
90.7%,90700,610.271240234375,287.45326406549395
90.8%,90750,616.7247314453125,303.174398048081
90.8%,90800,589.5502319335938,299.4447981883716
90.8%,90850,594.59912109375,269.8025389080384
90.9%,90900,619.4962768554688,255.12681921428816
91.0%,90950,565.9622802734375,283.75518157271875
91.0%,91000,550.2490234375,279.98580580550106
91.0%,91050,592.640380859375,260.5270390475257
91.1%,91100,599.242919921875,242.99705873695927
91.2%,91150,580.6854248046875,247.94941736821946
91.2%,91200,516.236572265625,267.4270200872062
91.2%,91250,541.0048217773438,262.72157737778315
91.3%,91300,559.7930297851562,271.5889022179264
91.3%,91350,548.1743774414062,276.12367086331074
91.4%,91400,552.639892578125,279.0844372585553
91.5%,91450,583.8695678710938,274.63876848837936
91.5%,91500,608.4622192382812,284.33365178065526
91.5%,91550,583.9281005859375,294.7909178456319
91.6%,91600,601.802490234375,258.5569706824367
91.7%,91650,577.3792114257812,268.962066065609
91.7%,91700,546.6396484375,277.4890700003511
91.8%,91750,535.4871826171875,291.7585959176741
91.8%,91800,573.50146484375,266.2579551770262
91.8%,91850,594.089111328125,245.18193752405716
91.9%,91900,602.68994140625,254.2442893499875
92.0%,91950,573.109130859375,277.87387240580506
92.0%,92000,569.0679931640625,297.21607229921983
92.0%,92050,548.8690795898438,305.5293211283958
92.1%,92100,585.6310424804688,296.8705597276411
92.2%,92150,568.33056640625,330.35135727852685
92.2%,92200,614.34033203125,309.3659691223768
92.2%,92250,590.5564575195312,336.2994037278451
92.3%,92300,622.906005859375,309.32007040461593
92.3%,92350,652.8992919921875,293.2104700722983
92.4%,92400,658.7879638671875,304.63718308526984
92.5%,92450,617.4752197265625,307.6880373674059
92.5%,92500,648.087646484375,277.9209823505451
92.5%,92550,639.6336059570312,303.07310710905375
92.6%,92600,660.9638671875,273.08245818368795
92.7%,92650,598.0341796875,325.2282797462807
92.7%,92700,617.0157470703125,328.6532159123104
92.8%,92750,654.9039306640625,300.3641329630297
92.8%,92800,634.7426147460938,311.7198533894031
92.8%,92850,617.94384765625,298.5024925031217
92.9%,92900,590.4197387695312,325.8542850165311
93.0%,92950,608.9337158203125,328.12748411682105
93.0%,93000,644.346923828125,302.46948623934685
93.0%,93050,606.7180786132812,329.10433166672584
93.1%,93100,673.025146484375,276.2909543612371
93.2%,93150,668.5761108398438,274.32871635080977
93.2%,93200,574.8623046875,296.19709322855704
93.2%,93250,577.2354736328125,298.5411211413745
93.3%,93300,634.8186645507812,265.06535600442794
93.3%,93350,643.2984619140625,270.8036977070935
93.4%,93400,631.541748046875,270.7559579221907
93.5%,93450,601.124267578125,286.7152427928215
93.5%,93500,554.1654663085938,287.2360267143664
93.5%,93550,579.8914794921875,280.8257964067203
93.6%,93600,551.0070190429688,297.69195270481356
93.7%,93650,592.89599609375,253.6766191390472
93.7%,93700,563.4794311523438,273.50615323252487
93.8%,93750,547.9790649414062,290.02211576118646
93.8%,93800,571.6236572265625,275.30549880086477
93.8%,93850,558.3460083007812,281.199170307829
93.9%,93900,583.9204711914062,250.39579874930286
94.0%,93950,578.246337890625,265.2618063792706
94.0%,94000,591.6778564453125,274.24975770791
94.0%,94050,556.5210571289062,309.64715627767424
94.1%,94100,578.4317016601562,290.19627997765906
94.2%,94150,574.5076904296875,286.8908674937761
94.2%,94200,571.17578125,274.79573040609756
94.2%,94250,592.6441650390625,290.6606821372524
94.3%,94300,566.8592529296875,302.06455699177997
94.3%,94350,626.6097412109375,274.85805411484534
94.4%,94400,526.46630859375,315.8782090296799
94.5%,94450,595.2630004882812,288.30023997880033
94.5%,94500,631.374755859375,283.5401770572937
94.5%,94550,598.0059204101562,290.4721844827398
94.6%,94600,593.3438110351562,292.5414973610551
94.7%,94650,612.1297607421875,270.9819050476811
94.7%,94700,575.2412719726562,294.55813677675627
94.8%,94750,609.7482299804688,286.04578720296456
94.8%,94800,597.4896240234375,291.7321043546164
94.8%,94850,607.0865478515625,312.0960215301593
94.9%,94900,614.435791015625,292.68555694980734
95.0%,94950,577.078369140625,317.080978443621
95.0%,95000,594.2283935546875,287.72053820430705
95.0%,95050,586.6592407226562,258.235786619246
95.1%,95100,568.506103515625,269.01939620470364
95.2%,95150,520.4449462890625,265.968342332545
95.2%,95200,559.6239013671875,251.6256697389433
95.2%,95250,561.4385986328125,255.5066007790799
95.3%,95300,537.1417846679688,284.48055594727595
95.3%,95350,559.6649780273438,274.29000394864784
95.4%,95400,575.2474365234375,284.03569371486907
95.5%,95450,585.7802734375,296.54678682146624
95.5%,95500,602.7930908203125,287.3596047205306
95.5%,95550,612.499755859375,261.28270341358956
95.6%,95600,536.2434692382812,297.03270783226566
95.7%,95650,591.3612060546875,268.350657195247
95.7%,95700,548.5486450195312,287.61492169466646
95.8%,95750,595.9434814453125,259.36595577186614
95.8%,95800,595.6844482421875,280.001472070104
95.8%,95850,567.2011108398438,290.0901629947967
95.9%,95900,603.2119140625,266.0811296360718
96.0%,95950,595.1417236328125,288.4123003541185
96.0%,96000,629.2808837890625,256.4191419588049
96.0%,96050,613.4141845703125,270.073615665471
96.1%,96100,662.794921875,250.18763525937777
96.2%,96150,620.5267333984375,277.71598637812133
96.2%,96200,584.1668701171875,301.1768135375493
96.2%,96250,583.3018798828125,289.69181029021365
96.3%,96300,627.06298828125,278.7583284226358
96.3%,96350,604.7710571289062,311.1817016555078
96.4%,96400,602.841796875,307.00967315724563
96.5%,96450,608.8318481445312,280.2354874645074
96.5%,96500,610.0234375,292.87942498371666
96.5%,96550,595.472412109375,300.14592807581164
96.6%,96600,578.6419067382812,304.54050833292223
96.7%,96650,633.49365234375,289.65445040128697
96.7%,96700,568.96044921875,328.20782715514054
96.8%,96750,636.0867309570312,289.9924816007104
96.8%,96800,638.7571411132812,304.0172839981041
96.8%,96850,639.7764892578125,304.49370946783984
96.9%,96900,626.2235107421875,300.61949358864865
97.0%,96950,636.8130493164062,296.9208842404073
97.0%,97000,636.2511596679688,289.2506590392735
97.0%,97050,600.2113037109375,323.8017706424158
97.1%,97100,608.4903564453125,289.033701360338
97.2%,97150,610.37841796875,304.5109556694385
97.2%,97200,587.239990234375,308.0168279285581
97.2%,97250,603.1434936523438,286.05448573342005
97.3%,97300,589.7279052734375,309.7148392964307
97.3%,97350,595.2664794921875,265.62271489429196
97.4%,97400,587.2725830078125,286.6775455453376
97.5%,97450,583.083984375,293.66246583981365
97.5%,97500,612.0499877929688,288.39052973463254
97.5%,97550,619.9420166015625,282.55890673721746
97.6%,97600,554.47314453125,315.02178863694394
97.7%,97650,599.989990234375,284.8739601911832
97.7%,97700,617.1385498046875,279.2581071984899
97.8%,97750,599.95751953125,283.67177749131287
97.8%,97800,587.2144775390625,281.73550589266523
97.8%,97850,557.746826171875,285.4030980598292
97.9%,97900,583.7789916992188,268.3639905331034
98.0%,97950,542.3980712890625,290.28697221123366
98.0%,98000,568.70556640625,248.2507222699595
98.0%,98050,548.5018310546875,258.31277072160987
98.1%,98100,556.0086059570312,284.3141774878775
98.2%,98150,563.6725463867188,302.77478701932216
98.2%,98200,623.81005859375,256.72959771024233
98.2%,98250,579.31787109375,286.5409559941566
98.3%,98300,586.6378784179688,300.54657337869145
98.3%,98350,611.221435546875,279.5806596926721
98.4%,98400,583.7591552734375,298.8859433114415
98.5%,98450,645.8868408203125,272.6248800202155
98.5%,98500,605.2960815429688,306.91735022374087
98.5%,98550,647.3192749023438,294.7791381298675
98.6%,98600,627.1373901367188,316.8188994940409
98.7%,98650,606.5045166015625,325.71737250104775
98.7%,98700,639.2938232421875,286.8148780478286
98.8%,98750,625.4853515625,292.0895011161537
98.8%,98800,598.4410400390625,325.59501441415506
98.8%,98850,582.9961547851562,293.2676252067497
98.9%,98900,540.84375,298.5562386894325
99.0%,98950,583.5870361328125,263.3996229981238
99.0%,99000,579.8963623046875,279.6461431513975
99.0%,99050,576.6990966796875,287.0494722474302
99.1%,99100,550.554443359375,304.1727596838327
99.2%,99150,568.5400390625,285.2283806989897
99.2%,99200,541.0839233398438,298.47571555924196
99.2%,99250,548.277099609375,268.47549300686313
99.3%,99300,548.4986572265625,257.16399241967116
99.3%,99350,535.9863891601562,276.5543551046628
99.4%,99400,576.8896484375,262.8873314456201
99.5%,99450,524.3756103515625,281.9010732547345
99.5%,99500,574.5447998046875,279.0116194585646
99.5%,99550,601.6851806640625,279.9710302418439
99.6%,99600,614.52734375,280.66010273221383
99.7%,99650,612.1913452148438,286.21578359256256
99.7%,99700,601.953369140625,286.5615953954915
99.8%,99750,601.41748046875,268.79047627919687
99.8%,99800,577.6231079101562,289.9744268078924
99.8%,99850,575.7766723632812,275.35668385724927
99.9%,99900,600.49462890625,279.90680864635146
100.0%,99950,594.1559448242188,274.1539611297928
100.0%,100000,557.4116821289062,279.1784828461363
